workout_id,user_id,workout_start_time,workout_duration_min,workout_type,muscleGroupsTargeted,workout_style,trainer_name,trainer_follower_count,difficulty_level,completion_status,engagement_score
561,315,3/31/2023 20:00,33,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.45
562,87,5/18/2023 20:00,10,Movement,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.43
563,478,10/1/2023 3:46,23,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,2.33
564,427,4/22/2023 17:45,19,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.76
565,229,4/26/2023 18:32,30,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Intermediate,TRUE,4.27
566,196,2/23/2023 19:52,10,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.81
567,221,6/8/2023 5:43,41,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.06
568,334,6/19/2023 18:57,44,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,6.75
569,400,1/19/2023 13:19,29,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,FALSE,1.55
570,56,4/13/2023 8:06,52,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,8.57
571,268,6/17/2023 20:00,45,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,FALSE,3.46
572,367,3/5/2023 17:58,23,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.5
573,299,9/19/2023 20:27,15,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,1.31
574,117,7/1/2023 17:21,20,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.31
575,374,6/3/2023 5:29,59,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Advanced,FALSE,8.98
576,483,3/18/2023 11:15,40,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.79
577,362,8/8/2023 8:01,30,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,FALSE,2.45
578,340,8/24/2023 17:06,18,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,1.93
579,448,7/25/2023 20:00,40,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,TRUE,5.52
580,464,7/2/2023 19:36,39,Exercise,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Intermediate,TRUE,4.31
581,58,6/4/2023 23:35,12,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.6
582,66,8/21/2023 17:43,45,Movement,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,5.81
583,277,10/27/2023 18:45,32,Movement,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,4.73
584,255,6/13/2023 3:27,44,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Advanced,FALSE,6.05
585,441,6/27/2023 12:32,27,Movement,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.49
586,425,7/7/2023 22:00,28,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.43
587,347,8/9/2023 17:40,23,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,TRUE,1.81
588,346,1/12/2023 5:31,33,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.9
589,339,6/15/2023 11:50,23,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.76
590,471,4/16/2023 13:18,22,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,FALSE,1.2
591,260,3/5/2023 7:51,49,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Advanced,TRUE,5.37
592,43,4/12/2023 6:08,26,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,FALSE,1.26
593,32,10/16/2023 7:18,42,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,FALSE,8.62
594,475,2/15/2023 20:00,55,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Advanced,FALSE,5.38
595,259,6/8/2023 8:29,24,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.2
596,410,7/6/2023 20:00,20,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,2.39
597,108,9/21/2023 18:02,59,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Advanced,TRUE,6.88
598,374,5/14/2023 3:18,53,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,TRUE,8.45
599,154,3/21/2023 19:34,58,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,FALSE,6.37
600,323,7/6/2023 18:08,43,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Advanced,FALSE,8.06
601,316,7/18/2023 20:00,30,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.38
602,414,10/9/2023 20:00,25,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.53
603,62,10/1/2023 19:11,28,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,FALSE,1.62
604,157,7/13/2023 20:00,17,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.48
605,358,8/6/2023 18:13,19,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,2.45
606,214,4/6/2023 13:24,53,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,5.84
607,99,6/17/2023 12:10,12,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,FALSE,1.13
608,180,6/13/2023 17:16,52,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Advanced,FALSE,8.4
609,19,5/6/2023 6:45,13,Movement,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.48
610,235,8/5/2023 7:27,15,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.09
611,238,8/20/2023 19:55,18,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.1
612,221,3/26/2023 22:00,32,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,6.97
613,321,2/28/2023 17:31,42,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Intermediate,TRUE,5.33
614,463,5/29/2023 13:18,31,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,5.21
615,205,6/3/2023 18:32,51,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Advanced,TRUE,5.48
616,263,7/4/2023 18:09,26,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.99
617,53,10/17/2023 1:48,26,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.01
618,275,8/8/2023 19:49,30,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.54
619,101,3/8/2023 20:00,28,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,2.13
620,174,10/4/2023 22:32,52,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Advanced,FALSE,7.27
621,359,10/6/2023 18:25,43,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,5.13
622,62,8/20/2023 20:00,30,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.23
623,432,4/9/2023 18:14,36,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.08
624,298,4/11/2023 8:08,55,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,8.06
625,116,7/17/2023 13:08,17,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.68
626,453,7/2/2023 19:19,25,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,FALSE,1.75
627,371,5/25/2023 13:24,42,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,4.6
628,3,7/24/2023 5:03,14,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.28
629,69,6/13/2023 19:18,53,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Advanced,TRUE,5.75
630,165,11/20/2023 20:00,49,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,FALSE,4.05
631,424,7/1/2023 22:00,15,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,FALSE,2.49
632,114,8/29/2023 17:07,17,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,TRUE,1.94
633,359,9/17/2023 20:00,50,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,6.95
634,418,7/14/2023 13:15,33,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.19
635,135,7/8/2023 20:00,28,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,2.47
636,307,7/21/2023 19:14,59,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Advanced,TRUE,5.42
637,369,10/18/2023 7:03,34,Exercise,"['Back', 'Core']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.2
638,269,8/22/2023 18:48,27,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.15
639,475,4/25/2023 18:32,42,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Advanced,TRUE,7.84
640,46,4/12/2023 17:42,23,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.15
641,459,8/21/2023 19:30,24,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.26
642,37,10/6/2023 22:00,40,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,FALSE,5.78
643,284,4/15/2023 18:52,46,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,4.67
644,19,2/18/2023 19:38,10,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.75
645,329,5/3/2023 20:00,40,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,TRUE,6.96
646,200,6/2/2023 8:14,21,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,TRUE,1.49
647,76,9/16/2023 6:08,12,Exercise,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,TRUE,2.27
648,455,7/6/2023 17:47,12,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.68
649,141,8/12/2023 7:31,16,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,1.44
650,122,8/7/2023 8:00,42,Exercise,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,7.9
651,164,9/1/2023 17:45,42,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Intermediate,TRUE,4.5
652,420,4/25/2023 6:26,27,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.13
653,203,8/22/2023 8:04,48,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Advanced,FALSE,5.93
654,343,3/17/2023 6:01,25,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,FALSE,2.38
655,377,5/30/2023 20:00,44,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Advanced,TRUE,6.97
656,152,10/5/2023 6:53,12,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.71
657,63,5/23/2023 11:41,12,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,2.82
658,410,7/7/2023 17:18,28,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.91
659,241,11/30/2023 20:00,30,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.47
660,188,4/16/2023 19:44,29,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,2.67
661,304,4/28/2023 17:34,16,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.63
662,63,5/12/2023 21:02,21,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,1.66
663,429,5/11/2023 20:59,45,Exercise,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Advanced,TRUE,7.03
664,55,6/15/2023 11:42,43,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Advanced,TRUE,7.25
665,307,3/26/2023 8:21,54,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Advanced,FALSE,7.08
666,414,8/14/2023 8:26,24,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,1.12
667,119,7/23/2023 18:01,46,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,5.37
668,156,1/20/2023 11:07,46,Movement,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.8
669,484,4/5/2023 19:03,58,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,TRUE,5.7
670,388,7/23/2023 13:28,19,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,FALSE,1.66
671,272,3/5/2023 19:21,24,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.98
672,434,5/6/2023 7:33,38,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,4.94
673,195,7/3/2023 18:00,24,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,FALSE,1.72
674,343,6/12/2023 8:24,19,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.26
675,208,3/17/2023 13:30,20,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.51
676,493,9/11/2023 19:56,46,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,4.48
677,351,3/11/2023 7:37,25,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.41
678,229,4/11/2023 18:09,35,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,3.42
679,397,7/20/2023 22:11,15,Exercise,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Beginner,FALSE,2.39
680,131,2/2/2023 17:29,52,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,FALSE,8.12
681,347,7/1/2023 18:09,22,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.62
682,119,8/2/2023 20:00,43,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Intermediate,FALSE,6.94
683,410,10/2/2023 20:14,21,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.57
684,86,5/20/2023 17:48,18,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,2.46
685,393,9/1/2023 19:10,11,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,FALSE,1.52
686,121,8/2/2023 20:53,52,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,6.05
687,11,4/16/2023 19:48,57,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Advanced,FALSE,7.85
688,191,2/11/2023 13:03,11,Exercise,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.36
689,185,7/17/2023 20:00,47,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Intermediate,FALSE,6.08
690,488,6/1/2023 20:00,28,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,2.65
691,38,3/2/2023 5:23,18,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,2.36
692,49,6/3/2023 19:08,25,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,1.91
693,455,6/12/2023 7:11,25,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,FALSE,2.84
694,376,4/28/2023 12:12,13,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.8
695,492,5/20/2023 18:36,59,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,8.24
696,177,7/3/2023 18:59,32,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,FALSE,3.3
697,296,4/20/2023 12:41,17,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.29
698,446,9/14/2023 8:02,26,Exercise,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.94
699,392,4/18/2023 22:00,47,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,4.78
700,120,8/29/2023 19:28,24,Movement,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.26
701,322,6/16/2023 7:42,19,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.34
702,393,6/16/2023 22:07,30,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.27
703,61,6/8/2023 6:59,47,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,TRUE,6.29
704,18,4/7/2023 20:00,24,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.47
705,117,7/20/2023 20:00,16,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,FALSE,2.86
706,490,6/12/2023 18:16,32,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,FALSE,4.89
707,214,6/5/2023 18:07,55,Movement,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,5.09
708,15,6/14/2023 19:14,54,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Advanced,TRUE,8.32
709,363,5/14/2023 17:39,23,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.38
710,436,5/26/2023 13:10,32,Exercise,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,3.48
711,158,5/7/2023 18:27,55,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7.94
712,315,5/2/2023 23:36,39,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,6.54
713,118,3/5/2023 23:03,12,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,FALSE,1.68
714,483,6/12/2023 5:57,30,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,4.62
715,458,4/30/2023 20:00,29,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.84
716,157,9/22/2023 18:36,21,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,TRUE,2.65
717,368,7/3/2023 19:03,42,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Advanced,TRUE,7
718,121,4/9/2023 22:00,56,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,7.1
719,73,6/3/2023 20:00,29,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,FALSE,1.87
720,374,9/30/2023 8:02,47,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Advanced,FALSE,6.91
721,283,11/5/2023 7:58,23,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.78
722,365,8/5/2023 18:05,23,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,FALSE,2.74
723,126,10/31/2023 1:49,37,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,4.27
724,239,6/4/2023 19:44,39,Movement,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Intermediate,TRUE,6.08
725,314,6/18/2023 18:31,15,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,TRUE,2.51
726,459,10/3/2023 22:00,26,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.18
727,430,10/19/2023 20:00,17,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,FALSE,1.84
728,86,7/30/2023 17:56,27,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.84
729,373,6/26/2023 19:09,29,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.64
730,146,12/6/2023 19:35,48,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.54
731,360,8/8/2023 18:19,43,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Advanced,TRUE,7.36
732,7,7/26/2023 20:00,29,Exercise,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.94
733,291,7/3/2023 21:43,56,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Advanced,TRUE,6
734,127,3/24/2023 11:17,29,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.65
735,411,10/3/2023 17:33,11,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.56
736,490,3/22/2023 22:00,36,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.72
737,77,7/16/2023 8:22,22,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,2.94
738,32,12/2/2023 12:27,44,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Advanced,TRUE,6.25
739,309,7/8/2023 22:57,54,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Advanced,TRUE,6.55
740,83,4/24/2023 19:37,35,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,4.16
741,232,8/2/2023 19:09,27,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,FALSE,2.19
742,402,8/12/2023 5:16,24,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.12
743,40,9/10/2023 22:00,20,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.07
744,188,4/13/2023 7:01,23,Exercise,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,2.97
745,417,12/13/2023 19:32,51,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,8.29
746,374,5/18/2023 23:13,58,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Advanced,TRUE,8.45
747,195,4/28/2023 18:17,19,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Beginner,TRUE,1.02
748,30,5/13/2023 13:05,42,Exercise,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Advanced,TRUE,8.23
749,108,6/25/2023 18:57,50,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Advanced,TRUE,7.41
750,334,5/20/2023 6:56,49,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Intermediate,TRUE,4.02
751,441,6/5/2023 17:04,29,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.63
752,334,9/4/2023 7:56,39,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,TRUE,5.69
753,470,5/7/2023 6:36,33,Exercise,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,5.39
754,322,4/18/2023 18:37,14,Movement,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,FALSE,2.48
755,31,6/8/2023 19:27,49,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Intermediate,TRUE,4.51
756,464,6/28/2023 20:00,43,Exercise,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Intermediate,TRUE,4.13
757,405,10/30/2023 6:10,18,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,1.48
758,98,8/3/2023 5:34,11,Exercise,"['Back', 'Core']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.99
759,120,7/22/2023 6:20,22,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.6
760,30,8/1/2023 13:16,44,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,5.59
761,361,7/7/2023 20:00,50,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Advanced,TRUE,7.94
762,124,8/10/2023 17:57,27,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.92
763,178,7/3/2023 22:00,52,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Advanced,FALSE,7.42
764,477,7/22/2023 19:36,42,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,5.1
765,488,5/21/2023 21:50,15,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.7
766,24,11/16/2023 20:00,49,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,FALSE,5.32
767,104,5/4/2023 1:48,23,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Beginner,FALSE,2.64
768,372,8/22/2023 19:33,42,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,3.97
769,15,6/2/2023 6:35,43,Exercise,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Advanced,TRUE,8.16
770,201,11/18/2023 19:18,25,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.13
